1.035916292628586625e-05,1.011065499248101851e+00,2.622052645568302864e+00,4.000000000000000000e+00
3.607178772726860771e-05,2.803809249179345375e+00,1.437232437645903582e+00,4.000000000000000000e+00
1.283646171276587858e-05,1.000000000206914264e+00,2.339393331992956959e+01,4.000000000000000000e+00
8.779416197366953471e-07,2.277127487118242755e+00,7.687220836630305598e+01,4.000000000000000000e+00
2.928389324851019523e-06,1.648365978185882152e+00,2.301723866970689159e+01,4.000000000000000000e+00
1.393040836218105426e-06,5.655019204168834079e+00,7.346850243219382293e+00,4.000000000000000000e+00
2.747499559893500480e-06,3.256439033519734405e+00,9.316417085985049695e+00,4.000000000000000000e+00
3.789155205715486635e-05,1.549822134156720210e+00,2.969934757617464172e+00,4.000000000000000000e+00
7.661017210406214308e-07,1.014674966355833430e+00,1.168204029553298939e+00,4.000000000000000000e+00
2.293907635842591466e-08,4.127691674231408037e+00,4.494338992825064771e+00,4.000000000000000000e+00
5.646718293200342104e-05,1.001132003170430940e+00,1.778431268298520385e+00,4.000000000000000000e+00
1.080934220099339662e-05,1.391083539656750911e+00,1.380719882622778671e+00,4.000000000000000000e+00
2.394216952109775856e-06,1.177718792988488694e+00,3.119484981610259222e+00,4.000000000000000000e+00
2.497444333994969069e-05,1.625105129122884184e+00,1.407445596991821812e+00,4.000000000000000000e+00
1.434459384846975471e-05,1.161057221726682354e+00,2.314075706982091418e+00,4.000000000000000000e+00
1.213455544384939033e-05,1.000748764443495586e+00,2.554165309312236509e+00,4.000000000000000000e+00
2.845439513611951548e-05,1.000000001169234709e+00,1.491258229534285329e+00,4.000000000000000000e+00
3.314576421578323425e-05,1.311750523192988238e+00,5.503527661913563129e+00,4.000000000000000000e+00
5.623876872245728428e-04,1.548634590537281586e+00,1.025871129556829242e+00,4.000000000000000000e+00
3.843897312109158135e-05,1.010329475919105935e+00,1.993079395496111417e+01,4.000000000000000000e+00
