GluKin,4.649163009834155e-06
PGI,1.5479590409674162e-05
PFK,1.221947165156798e-05
ALD,0.00014455950569301968
TPI,9.09497283670467e-06
GAPDH,6.809407665291049e-05
PGK,7.132440352061554e-06
PGM,3.322264605332718e-05
ENO,2.2294272153408415e-05
PYK,1.691261471275303e-05
AcdDH,2.6227279856452236e-05
AlcDH,1.2636532475009349e-06
PFL,3.1320161827033536e-06
Thio,8.433494066113443e-05
AAR,9.096720948747725e-05
