3.453051760097744160e-06,1.001717716170406947e+00,2.189831799257006217e+00,4.000000000000000000e+00
1.930861651332210054e-06,1.001400651118825369e+00,6.593973153934082454e+00,4.000000000000000000e+00
2.952893432309153926e-06,1.000071698154463951e+00,1.536751754248580903e+00,4.000000000000000000e+00
5.167634176975451367e-06,1.000000186651027745e+00,1.214808717567837038e+00,4.000000000000000000e+00
1.800226481993133555e-05,1.402831947064036244e+00,1.534400518836312788e+00,4.000000000000000000e+00
5.404681506746566942e-06,1.608269255223037542e+00,2.134068064567194334e+00,4.000000000000000000e+00
1.196954315630679679e-06,1.236153184012109385e+00,4.845038950247389842e+00,4.000000000000000000e+00
1.248715500995429380e-05,1.686840498703947588e+00,1.576572433049495681e+00,4.000000000000000000e+00
7.166419048972477010e-06,1.169009876186056562e+00,2.656196154803951881e+00,4.000000000000000000e+00
6.067251493588573158e-06,1.000176544722483962e+00,2.768655918292979745e+00,4.000000000000000000e+00
4.466750278648444803e-05,1.020731999895088116e+00,1.070865172229354068e+00,4.000000000000000000e+00
1.097685743846484527e-08,1.000215246091229249e+00,9.778072577812162081e+01,4.000000000000000000e+00
1.840459179473513696e-06,1.000033190983244502e+00,4.699698753028102693e+00,4.000000000000000000e+00
9.367122652342931867e-05,1.531994803085959589e+00,1.039415291288832366e+00,4.000000000000000000e+00
6.406499906675314663e-06,1.011561744921378958e+00,1.941597932965910545e+01,4.000000000000000000e+00
